"ordering","paper","publication_date","city","state","region","trade_type","market_label","sampling_date","market_sector","capturing_sector","species_id","genus","family","order","superorder","elasmobranchii_or_teleostei","dna_technique","dna_analysis","gene","iucn_redlist_(paper_status)","iucn_redlist_(updated_status)","redbook_status_(445/2014)","redbook_status_(148/2022)","cites_listed_species","mislabel(in53)","endemic_species","ps"
"A3059","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","NT","NT","NA","no","no","no","NA"
"A3060","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","NT","NT","NA","no","no","no","NA"
"A3061","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","NT","NT","NA","no","no","no","NA"
"A3062","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","NT","NT","NA","no","no","no","NA"
"A3063","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3064","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3065","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3066","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3067","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3068","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3069","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3070","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3071","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3072","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3073","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3074","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3075","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3076","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3077","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3078","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3079","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3080","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3081","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3082","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3083","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3084","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3085","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3086","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3087","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3088","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3089","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3090","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3091","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","NT","NA","no","no","no","NA"
"A3092","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Sphyrna lewini","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","CR","CR","CR","Appendix II","no","no","NA"
"A3093","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Sphyrna lewini","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","CR","CR","CR","Appendix II","no","no","NA"
"A3094","Nachtigall et al. 2017","2017","Bragança","Pará","North","shark","shark","NA","NA","Fishing artisanal/Fishing Company","Sphyrna lewini","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","CR","CR","CR","Appendix II","no","no","NA"
"A3095","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus acronotus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","EN","NT","NA","no","no","no","NA"
"A3096","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus acronotus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","EN","NT","NA","no","no","no","NA"
"A3097","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus acronotus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","EN","NT","NA","no","no","no","NA"
"A3098","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus leucas","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","NT","NA","no","no","no","NA"
"A3099","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus leucas","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","NT","NA","no","no","no","NA"
"A3100","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus leucas","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","NT","NA","no","no","no","NA"
"A3101","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus limbatus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","DD","NA","no","no","no","NA"
"A3102","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus limbatus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","DD","NA","no","no","no","NA"
"A3103","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus porosus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","no","no","NA"
"A3104","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus porosus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","no","no","NA"
"A3105","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus porosus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","no","no","NA"
"A3106","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Carcharhinus porosus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","no","no","NA"
"A3107","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Galeocerdo cuvier","Galeocerdo","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","NT","NT","NA","no","no","no","NA"
"A3108","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Galeocerdo cuvier","Galeocerdo","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","NT","NT","NA","no","no","no","NA"
"A3109","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Galeocerdo cuvier","Galeocerdo","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","NT","NT","NA","no","no","no","NA"
"A3110","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Ginglymostoma cirratum","Ginglymostoma","Ginglymostomatidae","Orectolobiformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","VU","VU","no","no","no","NA"
"A3111","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Ginglymostoma cirratum","Ginglymostoma","Ginglymostomatidae","Orectolobiformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","VU","VU","VU","no","no","no","NA"
"A3112","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3113","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3114","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3115","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3116","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3117","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3118","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3119","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3120","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3121","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3122","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3123","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","CytB","NA","CR","CR","CR","no","yes","no","Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A3124","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3125","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3126","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3127","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3128","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3129","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3130","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3131","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3132","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3133","Palmeira et al. 2013","2013","Vigia","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3134","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3135","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3136","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3137","Palmeira et al. 2013","2013","NA","Pará","North","shark","shark","NA","fish market","NA","Pristis perotteti","Pristis","Pristidae","Rhinopristiformes","Batoidea","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","no","yes","no","NA"
"A3138","Palmeira et al. 2013","2013","Bragança","Pará","North","shark","shark","NA","fish market","NA","Sphyrna lewini","Sphyrna","Sphyrnidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","16S","NA","CR","CR","CR","Appendix II","no","no","NA"
"A3139","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","Appendix II","no","no","NA"
"A3140","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Carcharhinus obscurus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","EN","EN","EN","no","no","no","NA"
"A3141","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Carcharodon carcharias","Carcharodon","Lamnidae","Lamniformes","Selachii","Elasmobranchii","PCR Multiplex","PCR Multiplex","ITS2","NA","VU","VU","VU","Appendix II","no","no",NA
"A3142","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3143","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3144","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3145","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3146","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3147","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3148","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3149","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3150","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
